uniqueID	Date	real_match	registered_voter	weight	q1	age	sex	q4	q5	q6	q7	q8	q9	q10	q11a	q11b	q11c	q11d	q11e	q12	q13	q14	q15	q16	q17	q18	latino	race	q21	race_combine	q4_rollup	q5_rollup	q6_rollup	q7_rollup	q10_rollup	q12_rollup	surveyMode	panel_respondent	filerace	dma	clarityparty	clarityturnout	partyfile	tax_score	choice_score	church_score	enviro_score	college_score	guncontrol_score	gunowner_score	progressive_gunowner_score	tv_cable	tv_satellite	tv_broadcast	cellphone_score	commercial_party	marijuana_score	low_tv	trump_approve_score	retired_score	county_name
1971	2020-04-04	1	1	1.81691	3	44	2	4	2																				0	2	3	2					IVR	2	2	517	5	4	3		4	2	3	5	3	2	1	4	1	1			4	1	1	1	MECKLENBURG
1972	2020-04-04	1	1	0.502143	2	80	1	3	0	3	2	1		0	1	2	2	2	2	7	1	2	9	2	1	2	2	1	1	1	2	9	2	2	1	4	IVR	2	1	517	5	5	1	3	4	3	3	4	4	5	4	2	3	1	1	5	2	1	1	5	CABARRUS
1973	2020-04-04	1	1	0.408726	3	81	1	2	9	0		2								9	1	2	2	2	1				0	1	2	9	1			4	IVR	2	1	560	1	5	3	3	1	4	1	2	1	4	1	3	2	1	1	1	2	1	5	4	WAYNE
1974	2020-04-04	1	1	0.378942	3	68	1	2	9	9	7	1		1	2	2	1	2	2	9	1	2	2	2	1	2	2	2	1	2	2	9	4	4	2	4	IVR	2	2	518	5	5	1	3	2	3	3	3	4	2	1	4	2	1	1	5	4	1	1	4	GUILFORD
1975	2020-04-04	1	1	0.313256	4	88	2	2	9	0		2		0	1	2	2	2	2	9	1	2	2	1	1	1	2	1	1	1	2	9	1		1	4	IVR	2	1	517	1	5	2	3	1	4	1	5	1	3	1	3	2	1	1	1	1	1	5	5	UNION
1976	2020-04-04	1	1	0.502143	4	67	1	2	9	1	1	2		1	2														0	1	2	9	2	2	2		IVR	2	1	517	1	5	2	2	3	3	1	3	1	3	1	4	2	1	1	1	2	1	5	4	MECKLENBURG
1977	2020-04-04	1	2	0.408726	3	69	1	2	9	0		2		8	2	2	2	2	2	6	1	2	2	2	1	2	2	1	0	1	2	9	1		4	3	IVR	2	1	560	3		3		2	3	2	2	3	4	2	2	3	1	1	4	3	1	3	3	
1978	2020-04-04	1	1	0.418055	3	81	1	3	9																				0	1	2	9					IVR	2	1	567	2	5	3	3	2	4	2	3	3	2	1	4	1	1	1	3	2	1	2	5	BUNCOMBE
1979	2020-04-04	1	1	0.689955	4	58	1	4	9	1	1	2		1	2	2	2	2	2	9	1	2	2	3	1	1	2	2	2	2	3	9	2	2	2	4	IVR	2	2	517	5	5	1	3	3	4	2	2	5	2	2	4	2	1	1	5	3	1	1	1	MECKLENBURG
1980	2020-04-04	1	1	0.502143	4	85	1	2	9	0		2		0	2	2	2	2	2	9	1	2	2	2	3	2	2	1	2	1	2	9	1		1	4	IVR	2	1	517	5	5	1	3	4	3	2	1	5	4	3	3	3	1	1	5	2	1	1	5	CATAWBA
1981	2020-04-04	1	1	0.986021	2	52	2	1	9	2	1	2		1	2	2	2	2	2	8	1	9	9	1	1	1	2	1	1	1	2	9	2	2	2	4	IVR	2	1	517	5	4	1	3	4	1	2	2	4	3	2	4	2	1	1	4	5	2	1	1	MECKLENBURG
94	2020-04-04	1	1	1.28653	3	58	1	2	9	1	1	2		0	2	2	2	2	2	9	1	2	9	1	1	2	2	1	1	1	2	9	2	2	1	4	IVR	1	1	560	5	5	1	3	3	4	1	1	3	4	3	2	3	1	1	4	3	1	1	2	FRANKLIN
1982	2020-04-04	1	2	0.54155	3	77	2	1	9	9																			0	1	2	9	4				IVR	2	1	518	2		3			4		2										1	3	4	
1983	2020-04-04	1	1	0.738175	3	47	2	4	9	0		2		0	2	2	2	2	2	9	1	2	1	2	2	1	2	3	1	3	3	9	1		1	4	IVR	2	4	560	2	5	3	2	2	2	1	4	2	4	1	3	2	1	1	1	2	2	4	1	WAKE
1984	2020-04-04	1	1	0.5495	2	91	2	2	9	1	1	2		1	1														0	1	2	9	2	2	2		IVR	2	1	550	4	5	1	3	2	2	2	2	3	4	2	2	3	1	1	4	2	1	2	5	NEW HANOVER
1985	2020-04-04	1	1	0.660027	3	71	2	2	9	1	0	2		1	2	2	2	2	2	9	1	9	2	1	1	2	2	1	1	1	2	9	2	1	2	4	IVR	2	1	517	1	5	2	3	2	4	1	4	1	5	1	3	3	1	1	1	1	1	5	5	STANLY
1986	2020-04-04	1	1	0.238323	4	71	1	2	9	0		2		0	1	2	2	2	2	9	1	2	9	1	1	1	2	1	1	1	2	9	1		1	4	IVR	2	1	517	1	5	2	2	2	4	1	5	1	3	1	4	2	1	1	2	2	1	5	4	MECKLENBURG
1987	2020-04-04	1	1	1.56781	4	53	2	3					0																0	2	2						IVR	2	2	518	5	5	1	3	3	3	2	2	4	3	2	3	2	1	2	5	4	1	1	1	FORSYTH
1988	2020-04-04	1	1	0.260799	4	75	2	2	9	0		2		0	1	2	2	2	2	9	1	2	9	2	1	1	2	1	1	1	2	9	1		1	4	IVR	2	1	550	2	5	3	3	4	3	2	5	4	4	3	4	3	1	1	4	3	1	3	5	BRUNSWICK
1989	2020-04-04	1	1	0.375925	2	78	1	2	9	6	9	9		9	1														0	2	2	9	3	4	4		IVR	2	2	560	5	5	1	5	2	4	2	1	4	4	3	3	2	1	1	5	3	1	1	5	FRANKLIN
1990	2020-04-04	1	1	2.07753	4	59	2	1	9	0		1		0	2	2	2	2	2	9	1	2	2	1	1	2	2	1	1	1	2	9	1		1	4	IVR	2	1	517	1	5	2	3	3	3	1	3	1	4	1	3	2	1	1	1	3	1	5	1	ALEXANDER
1991	2020-04-04	1	1	0.412007	3	89	1	1	9	1	1	2		0	2	2	2	2	2	9	1	2	2	2	9	2	2	1	1	1	2	9	2	2	1	4	IVR	2	1	518	5	5	1	3	2	3	2	1	4	3	2	2	2	1	1	5	2	1	1	5	FORSYTH
1992	2020-04-04	1	1	0.195544	4	97	1	1	0	2	2	2		1	2	2	2	2	2	9	2	2	2	2	1	1	2	1	1	1	2	9	2	2	2	4	IVR	2	1	518	5	5	1	3	3	4	2	2	3	2	1	3	3	1	1	5	2	1	1	4	DAVIDSON
1993	2020-04-04	1	1	0.408726	4	80	1	2	9	1	0	2		1	2	2	2	1	1	9	2	2	2	2	2	2	2	1	1	1	2	9	2	1	2	4	IVR	2	1	560	3	5	3	3	1	4	2	1	3	4	2	2	4	1	1	3	2	1	2	5	PERSON
1994	2020-04-04	1	1	1.70461	3	64	2	3	9	6	3	1		0	1	2	2	2	1	9	1	2	2	2	1	2	2	1	1	1	2	9	3	2	1	4	IVR	2	1	518	1	5	3	3	2	5	1	5	1	5	1	3	3	1	1	2	2	1	5	2	YADKIN
1995	2020-04-04	1	1	0.198414	3	81	1	1	0	0		2		1	2	2				9	1	2	2	2	2	1	2	1	1	1	2	9	1		2	4	IVR	2	1	570	5	5	1	4	4	3	2	4	4	3	2	2	3	1	1	5	2	1	1	5	SCOTLAND
1996	2020-04-04	1	2	0.502143	2	83	1	3	9	0		2		0	2	1				1	1								0	1	2	9	1		1	2	IVR	2	1	517	3		3			4		2										1	3	4	
1997	2020-04-04	1	1	0.257026	4	86	2	2	0	2	2	2		0	1	2	2	2	2	5	1	2	2	2	1	1	2	1	0	1	2	9	2	2	1	3	IVR	2	1	518	1	5	3	2	2	5	1	4	1	3	1	3	2	1	1	1	1	2	5	4	GUILFORD
1998	2020-04-04	1	1	0.408726	3	75	1	2	9	1	1	2		0	1														0	1	2	9	2	2	1		IVR	2	1	560	1	1	2	2	2	4	1	3	1	4	1	2	3	1	1	1	2	1	5	5	WAKE
1999	2020-04-04	1	1	1.69103	2	49	2	2	9	2	1	1		0	1	2	2	2	2	9	1	2	9	3	2	2	2	1	1	1	2	9	2	2	1	4	IVR	2	1	560	1	5	2	2	2	4	1	4	1	4	1	2	3	1	1	1	2	2	5	1	WAKE
942	2020-04-04	1	1	0.809027	4	52	2	5	2	2	2	1	2	0	1	2	2	2	2	7	1	2	9	2	1	1	2	1	1	1	3	2	2	2	1	4	IVR	1	1	518	1	5	2	3	2	4	1	4	1	4	1	3	2	1	1	1	3	1	5	1	DAVIDSON
2000	2020-04-04	1	1	0.375925	1	80	1	2	9																				0	2	2	9					IVR	2	2	560	5	5	1	3	3	4	3	2	4	4	3	2	3	1	1	5	3	1	1	5	ORANGE
2001	2020-04-04	1	1	0.375925	3	67	1	2	9	0		1		4	1	2	1	2	2	9	1	2	2	2	1	2	2	2	1	2	2	9	1		3	4	IVR	2	2	560	5	5	1	3	1	5	2	1	3	4	2	3	4	1	1	4	2	1	1	3	HARNETT
2002	2020-04-04	1	1	1.58057	2	54	1	3	9																				0	1	2	9					IVR	2	1	517	1	4	2	2	2	4	1	2	1	4	1	2	3	1	1	1	3	1	5	1	ASHE
2003	2020-04-04	2		0.254979	3	88	2	1	9	0		2				9	9	9	9	5	2	2	2	2	3	1	2	1	1	1	2	9	1			3	IVR	2																							
2004	2020-04-04	1	1	0.505401	3	87	2	1	9	9	0	2																	0	2	2	9	4	1			IVR	2	2	550	5	5	1	4	3	3	3	3	4	2	2	4	1	1	1	5	3	1	1	5	NEW HANOVER
2005	2020-04-04	1	1	0.198414	4	70	1	2	9	9	1	2		0	1	1				9	1	2	2	2	2	1	2	1	2	1	2	9	4	2	1	4	IVR	2	1	550	5	5	1	3	5	3	3	3	3	3	2	3	3	1	1	4	3	1	2	5	BRUNSWICK
2006	2020-04-04	1	1	0.537237	3	67	2	2	0	7	6	2		0	1	1				7	1	2	2	3	3	2	2	1	1	1	2	9	4	3	1	4	IVR	2	1	560	5	4	1	3	2	4	2	1	3	4	2	3	3	1	1	5	3	1	1	4	VANCE
2007	2020-04-04	1	1	0.238323	4	66	1	3	9	4	3	1		0	1	2	2	2	2	9	1	9	9	1	1	1	2	1	1	1	2	9	3	2	1	4	IVR	2	1	517	5	5	1	3	5	4	4	5	5	2	2	3	2	1	1	5	4	1	1	3	MECKLENBURG
2008	2020-04-04	1	1	1.70461	4	58	2	6	3	6	6	1	2	1	1	2	2	2	2	9	1	2	2	2	1	2	2	1	1	1	3	3	3	3	2	4	IVR	2	1	518	1	5	2	3	1	4	1	1	1	5	1	3	4	1	1	2	3	1	5	1	STOKES
2009	2020-04-04	1	1	0.254979	4	70	2	2	9	0		2		0	1	2	2	2	2	9	1	2	9	2	2	1	2	1	1	1	2	9	1		1	4	IVR	2	1	560	5	5	1	3	4	3	3	4	5	2	2	4	1	1	1	5	4	1	1	4	DURHAM
2010	2020-04-04	1	1	1.23312	4	43	1	5	3	0		2	2	0	1	2	2	2	2	9	1	2	9	1	1	1	2	1	1	1	3	3	1		1	4	IVR	2	1	518	1	5	3	2	1	3	1	1	1	5	1	1	4	1	2	1	3	1	5	1	RANDOLPH
2011	2020-04-04	1	1	0.5495	4	66	2	1	9	9	5	2				1			2	4	1	2	9	1	2	2	2	1	2	1	2	9	4	3		3	IVR	2	1	570	5	5	1	3	3	3	2	1	3	5	3	2	3	1	1	5	3	1	1	3	ROBESON
2012	2020-04-04	1	1	0.193986	4	89	1	1	9	0		2		0	1	1	1	1	1	5	2	2	2	2	3	1	2	1	1	1	2	9	1		1	3	IVR	2	1	560	1	5	2	2	1	4	1	2	1	3	1	4	2	1	1	2	1	1	5	5	MOORE
2013	2020-04-04	1	1	0.502143	4	73	1	1	9	4	3	2		1	2	1	2	2	2	9	1	2	9	1	1	2	2	1	2	1	2	9	3	2	2	4	IVR	2	1	517	2	5	3	2	2	4	1	2	1	3	1	3	2	1	1	1	3	1	4	4	CLEVELAND
2014	2020-04-04	1	1	0.375925	3	93	1	3	9	5	0	1																	0	2	2	9	3	1			IVR	2	2	560	5	5	1	3	2	4	2	2	3	2	1	4	2	1	1	5	2	1	1	5	EDGECOMBE
2015	2020-04-04	1	1	0.375925	3	70	1	2	9																				0	2	2	9					IVR	2	2	560	5	5	1	3	2	4	3	2	4	4	3	3	3	1	1	5	3	1	1	4	MOORE
2016	2020-04-04	1	2	0.375925	3	67	1	4	2																				0	2	3	2					IVR	2	2	560	5		3		3	3	2	3	5	2	2	3	2	1	1	5	3	1	1	3	
2017	2020-04-04	1	1	0.418055	3	66	1	4	9	2	2	1		0	1	2				9	1	2	9	1	1	2	2	1	0	1	3	9	2	2	1	4	IVR	2	1	567	1	5	2	2	2	4	1	1	1	4	1	1	4	1	1	1	2	1	4	4	YANCEY
2018	2020-04-04	1	1	0.418055	3	73	1	2	9	3	0	2		0	1			1		9	1	2	2	1	1	2	2	1	1	1	2	9	2	1	1	4	IVR	2	1	545	1	5	2	2	1	4	1	2	1	2	1	4	1	1	1	1	2	1	5	5	CRAVEN
2019	2020-04-04	1	1	0.378942	3	67	1	2	9	5	5	2		0	1	1				9	1	2	2	3	3	2	2	2	0	2	2	9	3	3	1	4	IVR	2	2	518	5	5	1	3	3	4	2	1	5	2	2	3	2	1	1	5	3	1	1	4	ALAMANCE
2020	2020-04-04	1	1	0.260799	4	90	2	2	9	2	1	2		9	2	2				9	1	2	1	2	2	1	2	1	1	1	2	9	2	2	4	4	IVR	2	1	545	1	5	3	2	2	5	1	3	1	4	1	3	2	1	1	1	1	1	5	5	ONSLOW
2021	2020-04-04	1	1	0.408726	3	73	1	1	9	2	2	2																	0	1	2	9	2	2			IVR	2	1	560	5	5	1	3	4	3	2	1	4	2	2	3	2	1	1	5	4	1	1	5	DURHAM
2022	2020-04-04	1	2	0.254979	4	74	2	2	9	9	3	2		0	2	1	2	2	1	9	1	2	9						0	1	2	9	4	2	1	4	IVR	2	1	560	3		3		4	2	2	4	3	3	2	4	2	2	1	3	3	1	3	4	
2023	2020-04-04	1	1	1.59082	4	55	2	2	9																				0	2	2	9					IVR	2	2	545	5	5	1		2	2	3	2	4	2	1	4	1	1	1	5	3	1	1	1	PITT
2024	2020-04-04	1	1	1.18328	4	64	1	1	1	1	1	1	2	4															0	2	2	1	2	2	3		IVR	2	2	560	5	5	1	3	3	3	2	2	3	2	1	3	2	1	1	5	4	1	1	3	WARREN
2025	2020-04-04	1	1	0.54155	3	65	2	2	9	1	1	2		0	1	2	2	2	2	6	1	2	2	2	2	2	2	1	1	1	2	9	2	2	1	3	IVR	2	1	518	5	5	1	3	4	2	3	2	4	5	3	2	4	2	1	5	5	1	1	3	ALAMANCE
2026	2020-04-04	1	1	0.418055	4	69	1	2	9	0		1		0	1					9	1	2	9	1	2	2	2	1	1	1	2	9	1		1	4	IVR	2	1	567	1	5	2		3	4	1	2	2	4	1	2	3	1			2	1	5	4	RUTHERFORD
2027	2020-04-04	2		0.566106	1	64	1	1	2	1	1	1	2	0	1	1				9	1	2	2	1	1	1	1		2	4	2	2	2	2	1	4	IVR	2																							
2028	2020-04-04	1	1	0.375925	4	67	1	2	9	2	9	2		1	2	2	2	2	2	9	2	2	2	2	2	2	2	2	2	2	2	9	2	4	2	4	IVR	2	2	560	5	5	1	3	3	3	3	1	3	2	2	4	3	1	2	5	4	1	1	5	CUMBERLAND
153	2020-04-04	1	1	0.54155	3	80	2	1	9	0		2		0	2	2	2	2	2	6	1	2	2	1	2	2	2	1	1	1	2	9	1		1	3	IVR	1	1	518	5	5	1	3	2	4	2	1	3	5	3	1	4	1	1	5	2	1	1	5	CASWELL
2029	2020-04-04	1	1	0.502143	3	81	1	2	0	0		2		0	1	2	2	2	2	9	1	2	9	2	1	2	2	1	1	1	2	9	1		1	4	IVR	2	1	517	1	4	2	2	1	4	1	1	1	5	1	1	4	2	1	1	1	1	5	5	WATAUGA
2030	2020-04-04	1	1	0.193986	3	78	1	2	9	0		2		0	2	2	2	2	2	8	1	2	2	1	1	1	2	1	1	1	2	9	1		1	4	IVR	2	1	560	1	5	2	1	1	4	1	3	1	4	1	2	3	1	1	1	1	1	5	5	DURHAM
2031	2020-04-04	1	1	1.19278	3	61	1	5	2																				0	2	3	2					IVR	2	2	518	5	4	1	3	3	3	3	3	4	1	1	4	2	2	1	5	4	1	1	2	GUILFORD
2032	2020-04-04	1	1	0.624538	3	52	1	4	1	3	0	1	2	0	1					9	1	2	9	2	1	1	2	1	1	1	3	1	2	1	1	4	IVR	2	1	550	5	5	3	3	5	3	3	3	5	3	3	3	2	1	1	4	5	2	1	1	BRUNSWICK
2033	2020-04-04	1	1	0.408726	2	72	1		9	0		2		0	1	2	2	2	2	6	1	2	9	1	1	2	2	1	1	1		9	1		1	3	IVR	2	1	560	1	5	2	3	1	4	1	3	1	3	1	3	2	1	1	2	3	1	5	4	NASH
2034	2020-04-04	1	1	0.408726	4	92	1	2	9	1	1																		0	1	2	9	2	2			IVR	2	1	560	5	5	1	3	2	4	2	3	4	2	2	3	2	1	1	3	2	1	1	4	WAYNE
2035	2020-04-04	1	1	0.257026	2	78	2	1	9	0		2		0	2	2	2	2	2	9	1	2	2	2	2	1	2	1	2	1	2	9	1		1	4	IVR	2	1	518	5	4	2	4	3	3	3	3	3	2	1	4	1	1	1	5	3	1	2	5	GUILFORD
2036	2020-04-04	1	1	0.313256	2	71	2	2	9	1	1	1		0	1	2	2	2	2	9	1	2	2	2	1	1	2	1	1	1	2	9	2	2	1	4	IVR	2	1	517	1	5	2	2	3	4	1	4	1	4	1	3	2	1	1	2	1	1	5	4	MECKLENBURG
2037	2020-04-04	1	1	1.18328	3	64	1	1	9	9	0	2		1	2	2	2	2	2	9	1	2	2	2	1	2	2	2	2	2	2	9	4	1	2	4	IVR	2	2	560	5	5	1	3	3	4	2	2	3	4	2	2	3	1	1	5	3	1	1	2	MOORE
2038	2020-04-04	1	1	0.408726	4	80	1	2	9	1	1	2		1	2	2	2	2	2	9	1	2	2	2	1	2	2	1	1	1	2	9	2	2	2	4	IVR	2	1	560	1	5	2	3	1	5	1	1	1	4	1	5	2	1	1	1	1	1	5	5	WAKE
2039	2020-04-04	2		0.744101	2	50	2	3	1	3	0	1	2	0	1	1	1			8	1	2	9	1	1	1	2	2	1	2	2	1	2	1	1	4	IVR	2																							
2040	2020-04-04	1	1	0.408726	4	91	1	4	9	0		1		0	2	2	2	2	2	9	1	2	2	1	1	2	2	1	1	1	3	9	1		1	4	IVR	2	1	560	1	5	2	2	1	4	1	2	1	2	1	4	2	1	1	1	1	1	5	5	MOORE
2041	2020-04-04	1	1	0.178418	3	68	1	2	9	1	1	2		0	1	2	2	2	2	9	1	2	9	2	1	1	2	2	1	2	2	9	2	2	1	4	IVR	2	2	560	5	5	1	4	3	5	3	4	5	2	2	4	2	1	1	5	2	1	1	5	CUMBERLAND
2042	2020-04-04	1	1	0.375925	3	66	1	3	9	0		2		0	1	2	2	2	2	9	1	2	2	1	1	2	2	2	1	2	2	9	1		1	4	IVR	2	2	560	5	5	1	4	5	3	3	2	5	2	2	4	2	1	1	5	4	1	1	3	CUMBERLAND
2043	2020-04-04	1	1	0.802584	4	50	2	3	0	9	9	2		0	1	1	2	2											0	1	2	9	4	4	1		IVR	2	1	560	1	5	3	3	2	4	1	5	2	4	1	3	2	1	1	1	4	2	5	1	WAKE
2044	2020-04-04	1	1	0.561598	4	48	1	5	1	2	2	2	2	0	1	2	2	2	2	9	1	2	9	1	2	1	2	2	0	2	3	1	2	2	1	4	IVR	2	2	560	5	4	1		3	3	3	5	3	3		3					3	2	2	1	CUMBERLAND
2045	2020-04-04	1	1	0.238323	4	87	1	3	9	6	0	2																	0	1	2	9	3	1			IVR	2	1	517	1	5	2	2	1	5	1	4	1	4	1	2	2	1	1	1	1	1	5	5	CATAWBA
262	2020-04-04	1	1	0.418055	2	77	1	1	9	1	1	2		1	2	2	2	2	2	9	1	2	9	2	1	2	2	1	0	1	2	9	2	2	2	4	IVR	1	1	567	4	3	3	3	3	1	2	1	3	3	2	3	2	1	1	3	2	1	2	5	RUTHERFORD
2046	2020-04-04	1	2	0.418055	3	86	1	1	9	1	0	2		0	2	2	2	2	2	9	1	2	2	2	1	2	2	1	1	1	2	9	2	1	1	4	IVR	2	1	545	1		3			3		4					4	1	1	2		1	3	5	
2047	2020-04-04	1	1	0.313256	3	84	2	2	9	0		2		0	1	1				7	1	2	2	1	1	1	2	1	1	1	2	9	1		1	4	IVR	2	1	517	1	5	3	2	1	5	1	2	1	4	1	4	2	1	1	1	1	1	5	5	MECKLENBURG
2048	2020-04-04	1	1	0.418055	4	77	1	1	9																				0	1	2	9					IVR	2	1	567	1	5	2	2	2	4	1	2	1	2	1	3	2	1	1	1	2	1	5	5	MACON
2049	2020-04-04	1	1	1.70461	4	63	2	3	9	7	5	2		0	1	1	2	2	2	9	1	2	2	2	1	2	2	1	0	1	2	9	4	3	1	4	IVR	2	1	518	1	5	2	2	1	4	1	4	1	4	1	4	2	1	1	1	2	2	5	2	GUILFORD
2050	2020-04-04	1	1	0.461845	4	85	1	3	9																				0	2	2	9					IVR	2	2	517	5	2	1			3		3										1	2	4	MECKLENBURG
2051	2020-04-04	1	1	0.412007	2	72	1	2	9	0		1		0	1					9	1	2	2	1	1	2	2	1	2	1	2	9	1		1	4	IVR	2	1	518	5	5	1	3	3	3	1	1	2	4	2	3	2	1	1	5	2	1	1	4	GUILFORD
2052	2020-04-04	1	1	0.660027	3	87	2	2	9																				0	1	2	9					IVR	2	1	517	1	5	2	2	1	4	1	3	1	4	1	3	3	1	1	2	1	1	5	5	ROWAN
2053	2020-04-04	1	1	0.408726	2	91	1	1	9	0		2								8	1	2	2	1	2	2	2	1	2	1	2	9	1			4	IVR	2	1	560	5	5	1	3	2	4	2	2	3	3	1	4	2	1	1	3	2	1	2	5	NASH
2054	2020-04-04	1	1	0.660027	1	84	2	9	1	9	1																		0	1	4	1	4	2			IVR	2	1	517	1	4	2	2	1	4	1	2	1	4	1	4	3	1	1	2	1	1	5	5	GASTON
2055	2020-04-04	1	1	0.384505	3	76	1	3	3	0		2	2	4	1	2	2	2	2	6	2	2	9	1	2	2	2	2	1	2	2	3	1		3	3	IVR	2	2	567	5	4	1	3	3	2	2	1	3	3	2	2	2	1	1	5	3	1	1	5	RUTHERFORD
2056	2020-04-04	2		0.260799	4	68	2	4	9	5	1	2		0	1	2	2	2	2	9	1	2	2	2	1	1	2	1	1	1	3	9	3	2	1	4	IVR	2																							
2057	2020-04-04	1	1	0.750157	3	46	1						0																0	1							IVR	2	1	517	3	5	3	3	4	1	2	4	4	4	3	3	2	1	1	2	4	2	2	1	IREDELL
2058	2020-04-04	1	1	0.561598	3	54	1	9					0																0	2	4						IVR	2	2	560	5	5	1	3	3	4	2	4	4	2	2	4	2	1	1	5	4	1	1	1	DURHAM
2059	2020-04-04	2		1.58057	2	53	1	3	9	2	9	2		1	1	2	2	2	2	9	1	2	2	3	2	2	2	1	1	1	2	9	2	4	2	4	IVR	2																							
2060	2020-04-04	1	1	0.412007	3	83	1	3	9																				0	1	2	9					IVR	2	1	518	1	5	2	2	1	5	1	2	1	5	1	1	4	1	1	1	1	1	5	5	RANDOLPH
2061	2020-04-04	1	1	0.6106	4	49	1	4	2	5	2	1	2	0	1	1	2	2	1	9	1	2	9	2	1	1	2	1	1	1	3	2	3	2	1	4	IVR	2	1	560	5	5	1	3	4	2	2	5	5	3	2	3	1	1	1	4	4	2	1	1	WAKE
2062	2020-04-04	1	1	0.408726	3	65	1	3					0																0	1	2						IVR	2	1	560	5	5	1	3	3	3	2	2	1	5	1	4	3	1	1	4	4	1	2	3	JOHNSTON
2063	2020-04-04	1	1	1.19278	4	62	1	3					0																0	2	2						IVR	2	2	518	5	5	1	3	2	4	2	3	4	2	1	4	2	1	1	5	4	1	1	2	GUILFORD
2064	2020-04-04	1	1	0.502143	4	70	1	2	9	0		1																	0	1	2	9	1				IVR	2	1	517	1	5	2	3	1	4	1	2	2	3	1	4	2	1	1	1	2	1	5	3	MECKLENBURG
2065	2020-04-04	1	1	1.55532	1	58	2						0																0	2							IVR	2	2	560	5	5	1	4	2	4	2	2	3	5	2	2	4	1	1	5	3	1	1	2	PERSON
2066	2020-04-04	1	2	0.418055	2	73	1	6	2	0		2	2	0	1	2	2	2	2	9	2	2	9	3	1	2	2	1	2	1	3	2	1		1	4	IVR	2	1	567	3		3			3		2										1	3	4	
403	2020-04-04	1	1	0.6106	4	62	1	2	9	0		2		0	1	2	2	2	2	9	1	2	2	1	1	1	2	1	1	1	2	9	1		1	4	IVR	1	1	560	1	5	2	3	4	4	1	5	4	2	2	4	1	1	1	1	2	1	4	1	WAKE
2067	2020-04-04	2		0.802584	3	58	2	2	9	0		2		0	2	2	2	2	2	4	2	2	2	2	2	1	2	1	2	1	2	9	1		1	3	IVR	2																							
2068	2020-04-04	1	1	3.46522	3	40	2	1	9	2	0	1		0	1	2	2	2	2	4	1	2	2	1	9	2	2	1	2	1	2	9	2	1	1	3	IVR	2	1	545	1	3	3	3	2	3	1	2	1	4	1	3	3	1	1	2	4	1	4	1	LENOIR
834	2020-04-04	1	1	0.505401	3	81	2	5	3	0		2	2							9	1	2	9	2	2	2	2	2	1	2	3	3	1			4	IVR	1	2	545	5	5	1	4	3	2	2	2	3	4	2	3	2	1	1	5	2	1	1	4	PITT
831	2020-04-04	2		0.494122	2	74	2	1	9	9	5	2		5	2	1	2	2	2	9	1	2	9	1	9	2	2	2	1	2	2	9	4	3	3	4	IVR	1																							
964	2020-04-04	1	1	1.28653	4	51	1	5	1	5	1	1	2	0	1	2				9	1	2	2	2	2	2	2	1	1	1	3	1	3	2	1	4	IVR	1	1	560	1	5	3	1	2	4	1	3	1	4	1	3	3	1	1	3	3	2	5	1	HARNETT
2069	2020-04-04	1	1	0.418055	3	93	1	6	1	2	1	2	1																0	1	3	1	2	2			IVR	2	1	567	4	3	1	3	3	2	2	2	3	2	1	3	2	1	1	5	2	1	1	4	HENDERSON
2070	2020-04-04	1	1	1.58057	3	64	1	3	9	1	1	1		1	1	9	9	9	9	9	1	2	9	2	2	2	2	1	1	1	2	9	2	2	2	4	IVR	2	1	517	1	5	2	2	1	4	1	2	1	5	1	1	4	1	1	1	2	1	5	3	ASHE
2071	2020-04-04	1	1	0.219197	3	88	1	1	9	4	0	9		4	2														0	4	2	9	3	1	3		IVR	2	3	517	5	2	1			3		4										1	1	4	MECKLENBURG
2072	2020-04-04	1	1	0.254979	3	75	2	2	9	9	0	2		0	1	2	2	2	1	9	1	2	2	2	1	1	2	1	2	1	2	9	4	1	1	4	IVR	2	1	560	1	5	3	3	3	2	1	5	2	4	2	4	2	1	1	1	3	1	4	4	WAKE
2073	2020-04-04	1	1	2.07753	3	63	2	2	9	6	4	1		0	1	2	2	2	2	9	1	2	9	3	1	2	2	1	2	1	2	9	3	3	1	4	IVR	2	1	517	1	5	2	2	3	3	1	2	1	5	1	2	3	1	1	1	2	1	5	3	LINCOLN
2074	2020-04-04	1	1	1.58057	1	54	1	4	1	4	4	1	1	0	1	2	2	2	2	9	2	2	2	2	2	2	2	1	1	1	3	1	3	3	1	4	IVR	2	1	517	2	5	3	2	1	3	1	2	1	2	1	3	2	1	1	1	3	1	4	1	CALDWELL
2075	2020-04-04	1	1	0.502143	3	90	1	2	5	0		2		0	1	1													0	1	2	5	1		1		IVR	2	1	517	5	5	1	3	2	3	3	2	3	4	2	3	2	1	1	4	2	1	1	5	UNION
2076	2020-04-04	1	1	0.193986	4	78	1	1	9	1	0	2		0	2	1	2	2	2	6	1	2	9	1	1	1	2	1	1	1	2	9	2	1	1	3	IVR	2	1	560	5	5	1	3	2	4	1	3	4	3	2	4	2	1	1	3	2	1	2	5	VANCE
2077	2020-04-04	1	1	0.384505	2	70	1	2	9	3	3	2		1	1														0	2	2	9	2	2	2		IVR	2	2	544	5	5	1	4	3	3	2	2	5	2	1	3	2	1	1	5	3	1	1	4	PASQUOTANK
